ubigeo,mean_dist_km,median_dist_km,max_dist_km,n_ccpp,pct_beyond_10km,pct_beyond_25km
020110,2.8005376316650876,2.6778934604333298,6.201296441058237,51,0.0,0.0
020111,2.8679796240763338,2.5011961675379357,10.488337891253925,103,0.019417475728155338,0.0
020112,2.2621316985311606,1.5609243210477817,5.627642598057173,46,0.0,0.0
020201,4.2947649757999,3.862656641396761,11.314373429342231,99,0.04040404040404041,0.0
020202,3.5590878190371615,3.4730479026626826,8.141308190293337,132,0.0,0.0
020203,1.812406620827996,1.3711622583123175,5.637121119626338,24,0.0,0.0
020204,2.6861546127596276,2.3099915399688986,8.648890232656372,101,0.0,0.0
020205,1.571173937781431,1.286613722693858,5.008783002514134,52,0.0,0.0
020301,2.3420648350491016,2.44967528706419,5.08617913583452,75,0.0,0.0
020302,1.977535421113808,1.8801254959303488,5.039632404481648,41,0.0,0.0
020303,1.9870115481393196,1.4619667563562637,5.371693100864907,56,0.0,0.0
020304,2.0867691296726583,1.769882864525912,4.336237121111636,53,0.0,0.0
020305,1.9464179034992692,1.549140152977907,6.411370141804459,103,0.0,0.0
020306,2.4805066438758074,2.4636098547504184,5.369242018532669,36,0.0,0.0
020401,2.966024110110416,2.3517588235815015,9.148652440275534,73,0.0,0.0
020402,1.9100530918431873,1.8286155497628325,4.9778349975514455,81,0.0,0.0
020501,3.9933547465051946,3.532783395794198,10.044033442365299,89,0.011235955056179775,0.0
020502,0.8511580877439275,0.6161634333812629,1.984720570301393,10,0.0,0.0
020503,3.0169250389112428,2.691520605114153,5.92941829339138,28,0.0,0.0
020504,4.960281182979556,4.465320678927874,14.630807627453592,154,0.09740259740259741,0.0
020505,3.183508638140796,2.8867658475366067,9.806167177249113,84,0.0,0.0
020506,1.8816103092264618,2.3140850464445815,3.5055233554405816,9,0.0,0.0
020507,4.354297244588053,4.859934395997929,9.237592333163642,51,0.0,0.0
020508,8.504075874197254,8.081743920678981,18.65516061929328,238,0.31512605042016806,0.0
020509,5.5389243906734045,4.278779784804824,14.359259423106993,127,0.13385826771653545,0.0
020510,3.1246560113968513,2.3382560169334408,8.735896557184661,96,0.0,0.0
020511,4.048524757693482,3.6320383409759174,8.512795532359618,13,0.0,0.0
020512,3.461738520873662,3.058601156064196,9.608654454089612,25,0.0,0.0
020513,4.938718320968357,4.443958492842113,11.436456505374153,26,0.11538461538461539,0.0
020514,1.8414938377714059,1.9854585179498958,3.3912291927620473,11,0.0,0.0
020515,3.297500765345157,2.877883010268333,9.103885279370916,35,0.0,0.0
020601,2.0889603423710366,1.7631231771952307,5.323300530917091,161,0.0,0.0
020602,1.706541603242695,1.4916754839382393,3.8421233236305734,35,0.0,0.0
020603,0.8296092981743974,0.7625952499181622,1.7368300712502998,29,0.0,0.0
020604,2.8879643073180943,2.800068147980122,4.4936455048719415,90,0.0,0.0
020605,1.8141314513131244,1.1532072841806,6.108550558675038,54,0.0,0.0
020606,3.9616656362980045,4.106955749896847,17.155860532016074,100,0.02,0.0
020607,2.650577304990157,2.691653946272457,4.045062500330522,25,0.0,0.0
020608,5.182713445947046,5.00908490143071,12.433808564726322,31,0.03225806451612903,0.0
020609,1.3778380079175705,1.252937221117939,6.445054230914358,25,0.0,0.0
020610,1.2398731881294265,0.801633136020883,2.317898997676878,29,0.0,0.0
020611,0.810178969440993,0.6242211022358521,3.847823705253404,83,0.0,0.0
020701,2.5782378738327156,2.3553096745673696,10.12377611930475,165,0.006060606060606061,0.0
020702,2.153594718498229,2.15748168578125,5.176810201322228,65,0.0,0.0
020703,2.1107049095767296,1.9075195832107315,5.509385185195163,98,0.0,0.0
020801,4.3030308144823355,4.06298548753359,14.020124273649046,72,0.013888888888888888,0.0
020802,2.6579679343661895,2.0522423829571927,6.183119710485515,48,0.0,0.0
020803,2.4616379119734066,2.137131095236136,11.275075846383128,22,0.045454545454545456,0.0
